gene,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio
SCNN1G,no,1.926,1.703,22063,19902,-0.178
SCPEP1,no,5.566,4.905,63744,57316,-0.182
SCRIB,no,3.836,4.669,43931,54560,0.284
SCRN1,no,11.038,10.807,126419,126280,-0.03
SDAD1,no,4.917,4.83,56310,56434,-0.026
SDC2,no,17.839,16.667,204308,194750,-0.098
SDC3,no,1.64,0.798,18779,9330,-1.038
SDC4,no,16.859,13.533,193090,158133,-0.317
SDF2L1,no,6.707,5.942,76811,69428,-0.175
SDHA,no,22.965,28.626,263018,334491,0.318
SDHAF3,no,4.037,2.972,46238,34724,-0.442
SDHB,no,17.981,16.953,205939,198096,-0.085
SDK2,no,0.119,0.078,1358,908,-0.61
SEC13,no,22.519,21.102,257908,246568,-0.094
SEC14L3,no,0.072,0.018,829,215,-1.976
SEC16A,no,10.325,12.11,118253,141498,0.23
SEC23B,no,14.584,15.21,167035,177720,0.061
SECISBP2L,no,3.014,3.01,34515,35176,-0.002
SEL1L,no,51.009,45.792,584204,535067,-0.156
SELE,no,0.198,0.046,2268,535,-2.113
SELENBP1,no,3.131,3.548,35860,41459,0.18
SELENOT,no,8.577,5.851,98237,68368,-0.552
SELL,no,0.14,0.098,1602,1142,-0.517
SELP,no,0.151,0.312,1728,3650,1.05
SELPLG,no,0.678,0.869,7767,10151,0.357
SEMA3A,no,0.26,0.213,2977,2487,-0.288
SEMA3C,no,0.699,0.612,8001,7156,-0.19
SEMA3D,no,0.145,0.067,1655,780,-1.114
SEMA3F,no,0.972,1.175,11131,13729,0.274
SEMA4B,no,9.094,11.807,104155,137964,0.377
SEMA4C,no,6.299,6.727,72141,78605,0.095
SEMA4D,no,3.699,4.466,42365,52189,0.272
SEMA7A,no,0.099,0.117,1133,1367,0.242
SENP1,no,2.19,2.122,25081,24800,-0.045
SENP6,no,15.393,13.962,176293,163147,-0.141
SEPTIN5,no,3.909,3.983,44769,46541,0.027
SEPTIN6,no,2.85,2.701,32642,31561,-0.077
SEPTIN9,no,17.655,17.64,202202,206117,-0.001
SERPINA12,no,0.041,,464,0,
SERPINA3,no,89.837,87.268,1028893,1019708,-0.042
SERPINA5,no,22.016,19.428,252150,227015,-0.18
SERPINA9,no,0.022,,252,0,
SERPINB2,no,0.252,0.446,2889,5211,0.822
SERPINB4,no,0.04,,461,0,
SERPINB5,no,0.03,,343,0,
SERPINB7,no,0.059,0.014,678,159,-2.121
SERPINB9,no,0.938,1.154,10741,13482,0.299
SERPINC1,yes,0.021,,242,0,
SERPIND1,yes,0.085,0.03,970,356,-1.475
SERPINE1,no,3.762,1.954,43082,22829,-0.945
SERPINF2,no,0.536,0.306,6136,3576,-0.808
SERPINH1,no,8.815,6.746,100961,78829,-0.386
SERPINI2,no,27.597,26.728,316063,312313,-0.046
SESN2,no,1.545,2.166,17697,25314,0.488
SESN3,no,3.593,2.462,41156,28770,-0.545
SETD4,no,3.445,4.382,39454,51203,0.347
SETDB1,no,3.723,4.866,42645,56862,0.386
SEZ6L,no,0.377,0.476,4315,5559,0.337
SEZ6L2,no,4.179,3.544,47865,41415,-0.238
SF3A1,no,18.733,19.191,214550,224236,0.035
SF3B1,no,19.062,19.87,218314,232172,0.06
SF3B3,no,10.244,10.856,117324,126849,0.084
SF3B4,no,6.812,6.656,78021,77774,-0.033
SFPQ,no,28.655,27.97,328179,326824,-0.035
SFRP1,no,1.146,0.866,13123,10117,-0.404
SFRP4,no,0.461,0.643,5285,7516,0.479
SFRP5,no,12.137,14.818,139005,173150,0.288
SFSWAP,no,2.972,3.973,34034,46429,0.419
SFXN1,no,4.065,3.965,46552,46329,-0.036
SFXN2,no,4.012,5.548,45953,64832,0.468
SGCA,no,0.151,0.034,1729,398,-2.148
SGK1,no,23.268,16.704,266482,195180,-0.478
SGSH,no,4.332,5.323,49616,62202,0.297
SH2B2,no,0.488,0.693,5586,8093,0.506
SH2D1A,no,0.103,0.133,1179,1558,0.373
SH2D1B,no,0.044,0.04,506,462,-0.16
SH2D2A,no,0.677,0.39,7748,4555,-0.795
SH2D3C,no,1.034,1.97,11842,23014,0.93
SH3BGR,no,1.7,0.776,19475,9073,-1.131
SH3BGRL2,no,16.852,12.901,193005,150748,-0.385
SH3BP5,no,1.779,1.723,20378,20131,-0.046
SH3BP5L,no,5.7,6.228,65279,72770,0.128
SH3GLB2,no,5.389,7.072,61723,82629,0.392
SH3RF2,no,4.105,3.287,47018,38404,-0.321
SH3TC2,no,0.099,0.093,1130,1092,-0.078
SHANK3,no,2.754,5.17,31540,60410,0.909
SHARPIN,no,2.163,2.572,24778,30049,0.249
SHBG,no,0.064,0.085,736,993,0.403
SHC1,no,13.155,12.942,150659,151223,-0.024
SHC4,no,0.065,0.018,739,208,-1.858
SHFL,no,1.023,1.357,11714,15853,0.408
SHH,no,0.101,0.041,1153,483,-1.284
SHLD1,no,0.566,0.379,6487,4432,-0.578
SHLD2,no,7.829,5.774,89663,67473,-0.439
SHMT1,no,2.085,2.663,23877,31116,0.353
SHMT2,no,16.398,19.342,187810,226006,0.238
SHOX,no,0.029,,333,0,
SHROOM1,no,4.268,5.837,48881,68199,0.452
SIAE,no,10.176,11.862,116548,138606,0.221
SIAH1,no,3.557,3.393,40742,39650,-0.068
SIGIRR,no,5.971,7.511,68390,87760,0.331
SIGLEC1,no,1.061,1.089,12154,12724,0.037
SIGLEC11,no,1.983,3.539,22715,41347,0.835
SIGLEC6,no,0.071,0.099,812,1157,0.482
SIGLEC7,no,0.247,0.387,2824,4525,0.651
SIGLEC9,no,0.741,0.834,8490,9742,0.17
SIGMAR1,no,8.222,8.075,94168,94352,-0.026
SIK2,no,4.571,5.745,52350,67133,0.33
SIK3,no,3.75,4.124,42944,48188,0.137
SIM2,no,0.022,0.009,252,108,-1.251
SIMC1,no,1.235,1.309,14139,15292,0.084
SIN3A,no,8.775,9.066,100499,105938,0.047
SINHCAF,no,8.231,5.13,94264,59941,-0.682
SIRPA,no,5.757,5.069,65936,59229,-0.184
SIRPB1,no,0.312,0.296,3569,3456,-0.075
SIRPG,no,0.042,0.057,478,663,0.443
SIRT1,no,4.683,5.477,53637,63993,0.226
SIRT2,no,3.373,3.332,38635,38933,-0.018
SIRT3,no,2.435,2.728,27890,31873,0.164
SIRT6,no,2.531,3.122,28984,36480,0.303
SIRT7,no,2.781,3.604,31856,42116,0.374
SIX1,no,0.112,0.026,1288,301,-2.126
SKA3,no,0.331,0.195,3791,2279,-0.763
SKP1,no,10.13,7.124,116015,83245,-0.508
SKP2,no,1.174,1.435,13444,16769,0.29
SLAMF1,no,0.094,0.14,1076,1638,0.577
SLAMF6,no,0.124,0.172,1423,2015,0.473
SLAMF7,no,0.174,0.478,1994,5582,1.456
SLAMF8,no,0.264,0.306,3023,3575,0.213
SLC10A1,no,0.034,,392,0,
SLC11A1,no,0.151,0.199,1731,2328,0.399
SLC11A2,no,11.118,12.882,127330,150525,0.213
SLC12A2,no,8.073,10.498,92454,122667,0.379
SLC12A6,no,1.055,1.242,12088,14513,0.235
SLC15A1,no,1.586,2.059,18170,24060,0.376
SLC16A1,no,0.401,0.304,4598,3547,-0.403
SLC16A4,no,0.73,0.729,8366,8518,-0.003
SLC16A9,no,0.553,0.493,6336,5765,-0.165
SLC17A5,no,5.303,4.319,60738,50463,-0.296
SLC17A6,no,0.068,0.025,774,294,-1.425
SLC17A7,no,0.239,0.131,2738,1536,-0.863
SLC17A8,no,0.078,0.016,889,183,-2.309
SLC18A2,no,0.949,0.255,10871,2976,-1.898
SLC19A1,no,0.22,0.253,2517,2959,0.204
SLC1A1,no,0.37,0.35,4235,4090,-0.079
SLC1A2,no,4.001,4.534,45827,52981,0.18
SLC1A3,no,0.708,0.511,8106,5976,-0.469
SLC1A5,no,3.568,4.699,40860,54904,0.397
SLC20A2,no,4.848,4.825,55525,56381,-0.007
SLC22A1,no,0.173,0.136,1981,1587,-0.349
SLC22A12,no,0.014,,164,0,
SLC22A2,no,0.054,,616,0,
SLC22A4,no,0.274,0.17,3136,1982,-0.691
SLC22A5,no,3.783,3.933,43323,45954,0.056
SLC22A8,yes,0.018,,208,0,
SLC22A9,no,0.04,0.011,456,124,-1.908
SLC23A2,no,2.124,2.281,24327,26653,0.103
SLC24A1,no,1.222,1.349,13990,15764,0.143
SLC24A4,no,0.052,0.047,597,544,-0.163
SLC25A1,no,16.741,15.364,191731,179524,-0.124
SLC25A10,no,2.724,3.342,31203,39045,0.295
SLC25A11,no,5.027,4.72,57577,55152,-0.091
SLC25A13,no,3.619,3.754,41451,43865,0.053
SLC25A17,no,2.859,2.478,32746,28954,-0.206
SLC25A31,no,0.112,0.019,1286,222,-2.563
SLC25A39,no,10.658,10.589,122064,123731,-0.009
SLC25A4,no,7.178,4.688,82209,54781,-0.615
SLC25A40,no,1.763,1.874,20191,21897,0.088
SLC26A2,no,1.835,1.671,21015,19521,-0.135
SLC26A3,no,0.035,,397,0,
SLC29A1,no,11.521,14.179,131945,165673,0.299
SLC29A3,no,1.585,2.132,18154,24913,0.428
SLC2A1,no,1.168,1.595,13374,18635,0.45
SLC2A2,no,0.395,0.746,4529,8716,0.916
SLC2A3,no,2.956,5.208,33857,60850,0.817
SLC2A4,no,0.103,0.065,1174,760,-0.656
SLC2A4RG,no,6.994,7.62,80097,89034,0.124
SLC2A9,no,0.857,0.621,9813,7257,-0.464
SLC30A7,no,3.12,3.294,35735,38484,0.078
SLC30A8,no,2.452,1.612,28088,18830,-0.606
SLC35E1,no,13.746,12.547,157429,146612,-0.132
SLC35G2,no,1.285,1.469,14717,17161,0.193
SLC37A4,no,10.467,7.604,119882,88848,-0.461
SLC38A7,no,1.545,1.797,17694,20993,0.218
SLC39A11,no,3.189,3.623,36519,42331,0.184
SLC39A8,no,17.459,13.836,199955,161667,-0.336
SLC39A9,no,17.35,12.895,198710,150676,-0.428
SLC3A1,no,7.891,2.336,90376,27295,-1.756
SLC3A2,no,7.377,10.392,84484,121429,0.494
SLC40A1,no,21.916,21.592,251007,252292,-0.022
SLC43A2,no,1.585,2.057,18158,24031,0.375
SLC4A1,no,0.036,0.011,407,125,-1.732
SLC4A1AP,no,3.708,4.267,42471,49856,0.202
SLC5A1,no,0.95,0.459,10883,5360,-1.051
SLC5A2,no,0.048,0.036,545,421,-0.401
SLC5A3,no,3.883,4.553,44467,53201,0.23
SLC5A5,no,0.031,0.011,353,125,-1.527
SLC5A7,no,0.034,0.018,393,207,-0.954
SLC6A1,no,0.082,0.03,934,345,-1.466
SLC6A12,no,0.156,0.37,1788,4318,1.243
SLC6A17,no,0.543,0.164,6224,1919,-1.726
SLC6A2,no,0.025,,289,0,
SLC6A3,no,0.099,0.02,1136,234,-2.308
SLC6A4,no,0.277,0.258,3173,3009,-0.105
SLC6A5,no,0.025,,289,0,
SLC6A9,no,2.551,2.247,29214,26250,-0.183
SLC7A11,no,0.304,0.323,3477,3775,0.09
SLC7A5,no,0.856,0.67,9805,7828,-0.354
SLC7A7,no,2.458,2.81,28147,32830,0.193
SLC9A1,no,3.261,3.19,37343,37274,-0.032
SLC9A3,no,0.658,0.699,7534,8173,0.089
SLC9A3R1,no,10.691,10.44,122445,121993,-0.034
SLC9A3R2,no,3.92,3.789,44892,44274,-0.049
SLCO1B1,no,0.066,0.01,756,114,-2.758
SLCO1B3,no,0.243,0.024,2778,277,-3.355
SLCO1C1,no,0.155,0.059,1772,685,-1.4
SLCO2B1,no,6.425,8.594,73586,100421,0.42
SLFN11,no,0.67,0.68,7677,7946,0.021
SLFN5,no,3.048,3.097,34903,36187,0.023
SLIT2,no,1.03,1.262,11800,14749,0.293
SLIT3,no,1.058,0.872,12120,10194,-0.279
SLITRK1,no,0.489,0.405,5601,4736,-0.271
SLITRK2,no,0.065,0.038,747,439,-0.796
SLITRK4,no,0.469,0.378,5375,4419,-0.311
SLITRK5,no,0.171,0.775,1958,9058,2.181
SLMAP,no,9.633,8.895,110329,103932,-0.115
SMAD1,no,2.885,3.103,33044,36253,0.105
SMAD2,no,13.153,12.16,150638,142090,-0.113
SMAD3,no,8.116,8.999,92953,105149,0.149
SMAD4,no,15.054,15.207,172407,177694,0.015
SMAD7,no,3.089,3.936,35374,45995,0.35
SMAP2,no,6.121,7.156,70105,83617,0.225
SMARCA1,no,7.556,7.381,86539,86243,-0.034
SMARCA2,no,11.924,11.844,136567,138395,-0.01
SMARCA4,no,13.149,15.446,150594,180484,0.232
SMARCA5,no,20.347,19.713,233031,230346,-0.046
SMARCAD1,no,4.485,4.1,51369,47902,-0.13
SMARCAL1,no,2.576,2.936,29505,34307,0.189
SMARCB1,no,9.409,8.376,107762,97876,-0.168
SMARCC1,no,16.829,16.429,192741,191974,-0.035
SMARCE1,no,14.913,12.743,170801,148902,-0.227
SMC1A,no,13.284,11.154,152141,130328,-0.252
SMC3,no,12.615,13.699,144477,160074,0.119
SMC4,no,2.994,3.675,34287,42946,0.296
SMCHD1,no,5.562,4.617,63698,53950,-0.269
SMN1,no,7.272,6.974,83288,81490,-0.06
SMN2,no,5.099,7.387,58400,86311,0.535
SMO,no,1.164,1.192,13333,13924,0.034
SMOC1,no,0.8,0.474,9165,5541,-0.755
SMOC2,no,3.811,2.079,43649,24293,-0.874
SMOX,no,1.585,1.477,18155,17255,-0.102
SMPD1,no,4.273,5.158,48939,60273,0.272
SMPD3,no,0.259,0.404,2968,4719,0.64
SMPDL3B,no,3.415,3.153,39114,36844,-0.115
SMTN,no,3.909,3.945,44765,46097,0.013
SMURF1,no,5.681,5.563,65063,65007,-0.03
SMURF2,no,5.219,5.948,59770,69505,0.189
SMYD3,no,2.625,2.823,30062,32986,0.105
SNAI1,no,0.51,0.431,5837,5035,-0.242
SNAI2,no,4.226,3.209,48405,37493,-0.397
SNAP23,no,8.514,7.583,97515,88608,-0.167
SNAP25,no,1.262,0.642,14451,7503,-0.975
SNAP47,no,1.893,1.856,21684,21685,-0.029
SNCA,no,0.19,0.071,2173,828,-1.421
SND1,no,51.788,49.083,593128,573518,-0.077
SNHG1,no,4.78,5.217,54750,60963,0.126
SNHG11,no,0.175,0.111,2001,1296,-0.656
SNHG15,no,14.52,8.925,166295,104284,-0.702
SNHG17,no,0.599,0.678,6866,7925,0.178
SNHG8,no,1.544,0.378,17684,4413,-2.032
SNRNP200,no,13.395,14.831,153412,173299,0.147
SNRPB,no,9.627,9.444,110255,110355,-0.028
SNRPD1,no,2.721,1.569,31158,18338,-0.794
SNRPD3,no,8.306,5.661,95133,66146,-0.553
SNTB2,no,5.198,4.602,59532,53776,-0.176
SNTG2,no,0.122,0.246,1401,2877,1.009
SNURF,no,6.695,7.139,76672,83421,0.093
SNX1,no,15.883,17.432,181908,203687,0.134
SNX10,no,6.221,4.444,71246,51926,-0.485
SNX11,no,3.061,2.934,35062,34283,-0.061
SNX15,no,4.351,4.082,49833,47702,-0.092
SNX16,no,3.201,2.278,36656,26621,-0.49
SNX17,no,12.242,12.855,140207,150205,0.07
SNX19,no,4.97,4.965,56925,58010,-0.002
SNX27,no,6.263,6.53,71729,76304,0.06
SNX29,no,3.183,5.033,36450,58810,0.661
SNX30,no,2.86,3.065,32754,35811,0.1
SNX33,no,7.126,8.703,81618,101696,0.288
SNX4,no,4.866,3.891,55732,45468,-0.323
SNX8,no,1.701,1.877,19487,21935,0.142
SOAT1,no,9.125,8.769,104509,102462,-0.057
SOCS1,no,0.963,0.642,11029,7496,-0.586
SOCS2,no,3.725,2.563,42661,29950,-0.539
SOCS3,no,18.79,7.464,215199,87219,-1.332
SOD1,no,19.873,17.571,227600,205312,-0.178
SOD3,no,3.889,2.758,44537,32231,-0.495
SOHLH2,no,0.141,0.036,1610,423,-1.957
SORCS1,no,0.595,0.787,6809,9195,0.405
SORCS2,no,0.135,0.155,1546,1809,0.198
SORD,no,7.462,5.697,85464,66568,-0.389
SORL1,no,3.63,3.982,41575,46532,0.134
SORT1,no,7.225,6.104,82745,71328,-0.243
SOS1,no,4.977,5.046,56997,58960,0.02
SOST,no,16.889,12.712,193433,148541,-0.41
SOSTDC1,no,0.044,0.015,501,179,-1.514
SOX1,no,0.059,0.012,674,139,-2.307
SOX10,no,0.198,0.196,2262,2288,-0.012
SOX11,no,0.016,0.011,183,125,-0.579
SOX14,no,0.097,0.016,1106,189,-2.578
SOX17,no,0.656,0.974,7509,11381,0.571
SOX18,no,1.142,1.327,13076,15502,0.217
SOX2,no,0.101,0.051,1160,596,-0.99
SOX2-OT,no,15.826,2.584,181255,30199,-2.614
SOX21,no,0.05,0.009,568,100,-2.535
SOX30,no,0.072,0.013,827,157,-2.426
SOX5,no,0.816,1.024,9351,11966,0.327
SOX6,no,2.988,2.624,34224,30663,-0.187
SOX8,no,0.324,0.482,3708,5630,0.574
SOX9,no,15.268,17.427,174867,203625,0.191
SP1,no,6.987,8.394,80019,98083,0.265
SP110,no,2.55,3.45,29210,40312,0.436
SP140,no,0.369,0.483,4231,5643,0.387
SP3,no,12.629,12.941,144639,151211,0.035
SP9,no,0.047,,544,0,
SPA17,no,0.331,0.258,3796,3011,-0.363
SPAAR,no,0.182,0.349,2084,4075,0.939
SPAG1,no,0.676,0.631,7744,7373,-0.1
SPAG17,no,0.176,0.148,2010,1730,-0.245
SPAG5,no,0.368,0.349,4213,4074,-0.077
SPAG6,no,0.211,0.037,2411,438,-2.49
SPAG8,no,0.13,0.156,1494,1826,0.261
SPANXB1,no,0.024,,274,0,
SPART,no,5.841,6.524,66898,76235,0.16
SPATA16,yes,0.047,,541,0,
SPATA18,no,0.489,0.575,5598,6723,0.235
SPATA22,yes,0.124,0.045,1422,522,-1.475
SPATA4,yes,0.126,0.039,1444,457,-1.689
SPATA5,no,2.522,2.987,28882,34898,0.244
SPATA5L1,no,1.409,2.045,16132,23894,0.538
SPATA7,no,2.781,2.242,31855,26200,-0.311
SPATS2,no,3.588,3.788,41097,44266,0.078
SPATS2L,no,20.301,16.493,232505,192718,-0.3
SPDYA,no,0.177,0.034,2030,401,-2.369
SPECC1,no,6.414,5.774,73458,67466,-0.152
SPECC1L,no,10.216,10.161,116998,118728,-0.008
SPHK1,no,4.308,5.795,49341,67714,0.428
SPI1,no,1.933,2.705,22144,31609,0.485
SPIB,no,0.307,0.314,3514,3674,0.035
SPICE1,no,3.961,4.591,45370,53642,0.213
SPIN1,no,10.051,9.631,115108,112539,-0.061
SPIN2A,no,0.275,0.203,3145,2369,-0.438
SPIN3,no,1.172,0.843,13424,9845,-0.476
SPINK7,no,0.038,,436,0,
SPN,no,0.411,0.629,4711,7350,0.613
SPO11,no,0.116,0.015,1333,179,-2.926
SPOCK1,no,2.023,0.755,23171,8824,-1.422
SPON1,no,1.865,1.134,21355,13256,-0.717
SPON2,no,1.632,1.34,18694,15660,-0.284
SPPL2A,no,10.709,10.394,122655,121449,-0.043
SPRY2,no,1.753,1.4,20072,16356,-0.324
SPRYD7,no,1.017,0.688,11647,8037,-0.564
SPTA1,no,0.036,0.013,416,152,-1.481
SPTBN1,no,32.706,31.229,374581,364903,-0.067
SPZ1,no,0.033,,377,0,
SQLE,no,5.972,2.383,68398,27847,-1.325
SQSTM1,no,15.086,15.277,172778,178511,0.018
SRA1,no,4.959,5.71,56800,66722,0.203
SRC,no,3.48,4.005,39852,46797,0.203
SRCAP,no,8.737,9.129,100066,106666,0.063
SRCIN1,no,2.146,2.722,24577,31805,0.343
SRD5A1,no,2.75,1.727,31496,20175,-0.672
SRD5A2,no,0.031,0.009,360,109,-1.753
SRD5A3,no,2.678,2.248,30670,26262,-0.253
SREBF1,no,4.25,6.194,48677,72372,0.543
SREBF2,no,19.719,15.784,225837,184426,-0.321
SRF,no,5.323,4.321,60965,50494,-0.301
SRFBP1,no,2.199,2.1,25180,24535,-0.066
SRI,no,10.882,10.796,124628,126154,-0.011
SRPK1,no,7.314,7.787,83769,90988,0.09
SRPX,no,6.63,5.403,75930,63129,-0.295
SRSF1,no,24.868,20.131,284811,235230,-0.305
SRSF2,no,5.039,4.15,57709,48486,-0.28
SRY,no,,0.016,0,185,
SS18,no,9.411,9.86,107780,115206,0.067
SSB,no,12.233,9.405,140099,109898,-0.379
SSBP3,no,8.395,9.009,96153,105270,0.102
SSRP1,no,16.8,18.001,192405,210338,0.1
SSTR1,no,0.38,0.279,4356,3260,-0.447
SSTR2,no,0.626,0.443,7173,5175,-0.5
SSTR3,no,0.345,0.211,3946,2465,-0.708
SSTR4,no,0.012,,141,0,
SSTR5,no,0.05,0.02,573,235,-1.315
SSX1,no,0.019,,221,0,
SSX2,no,0.058,0.009,660,109,-2.627
SSX2IP,no,2.921,2.458,33451,28720,-0.249
SSX4,no,0.019,,216,0,
ST14,no,25.319,24.156,289977,282255,-0.068
ST6GAL1,no,1.854,1.684,21237,19679,-0.139
STAB1,no,4.593,7.167,52599,83746,0.642
STAC3,no,0.549,0.511,6283,5969,-0.103
STAP1,no,0.073,0.04,840,469,-0.87
STAR,no,0.094,0.03,1081,356,-1.631
STAT1,no,11.297,15.53,129387,181465,0.459
STAT2,no,4.249,6.034,48659,70510,0.506
STAT3,no,24.177,23.625,276903,276050,-0.033
STAT4,no,0.588,0.813,6739,9502,0.467
STAT5A,no,3.094,4.484,35439,52395,0.535
STAT5B,no,3.789,3.777,43391,44139,-0.004
STAT6,no,14.104,17.573,161529,205341,0.317
STAU1,no,26.72,29.078,306020,339774,0.122
STAU2,no,4.816,5.228,55161,61084,0.118
STC2,no,4.547,7.117,52072,83164,0.647
STEAP1,no,2.215,1.275,25369,14902,-0.796
STEAP4,no,2.993,2.314,34273,27037,-0.371
STH,no,0.061,0.026,704,300,-1.26
STIL,no,0.577,0.449,6607,5251,-0.36
STIM1,no,6.779,7.168,77643,83757,0.08
STIM2,no,4.7,5.466,53830,63869,0.218
STK11,no,7.671,8.98,87852,104928,0.227
STK16,no,8.232,8.101,94283,94661,-0.023
STK3,no,2.401,2.542,27503,29707,0.082
STK31,yes,0.247,0.336,2824,3924,0.446
STK32A,no,0.686,0.654,7858,7642,-0.069
STK32C,no,0.925,1.064,10593,12427,0.201
STK33,no,1.987,1.777,22752,20769,-0.16
STK35,no,3.233,3.217,37024,37594,-0.007
STK39,no,6.15,4.812,70431,56222,-0.354
STK4,no,2.164,2.86,24785,33423,0.402
STK40,no,16.026,12.114,183545,141548,-0.404
STMN1,no,4.178,3.941,47848,46053,-0.084
STMN2,no,0.939,0.776,10750,9073,-0.274
STMN3,no,1.982,2.475,22699,28918,0.32
STOML1,no,0.608,0.608,6960,7102,0
STRIP1,no,2.633,3.162,30161,36946,0.264
STRIP2,no,0.244,0.277,2792,3232,0.182
STRN3,no,8.66,8.972,99177,104832,0.051
STRN4,no,8.675,9.105,99358,106386,0.07
STS,no,2.756,1.236,31561,14447,-1.156
STUB1,no,10.967,11.723,125599,136984,0.096
STX11,no,0.328,0.239,3756,2798,-0.454
STX1A,no,1.592,0.999,18236,11674,-0.672
STX7,no,8.135,7.836,93170,91561,-0.054
STXBP4,no,3.039,3.189,34811,37261,0.069
STXBP5,no,7.138,6.199,81748,72431,-0.203
STYK1,no,0.07,0.058,804,677,-0.277
SUGCT,no,0.71,0.991,8131,11581,0.481
SUGP2,no,8.503,8.708,97386,101752,0.034
SULF1,no,0.983,1.301,11262,15205,0.404
SULF2,no,2.812,3.04,32201,35518,0.113
SULT1A1,no,1.352,1.379,15487,16119,0.029
SULT2A1,no,0.014,,160,0,
SUMO1,no,12.174,9.171,139430,107155,-0.409
SUMO4,no,6.424,5.065,73578,59183,-0.343
SUPV3L1,no,2.462,2.717,28193,31753,0.143
SURF6,no,5.702,5.636,65303,65854,-0.017
SUV39H1,no,0.763,0.997,8736,11652,0.387
SV2C,no,0.032,0.018,367,215,-0.8
SVEP1,no,1.747,2.186,20007,25543,0.324
SVIL,no,9.253,9.603,105975,112204,0.053
SWT1,no,4.393,4.8,50311,56091,0.128
SYCP1,yes,0.049,0.01,556,113,-2.328
SYK,no,3.395,3.283,38884,38360,-0.048
SYNCRIP,no,23.916,22.069,273908,257874,-0.116
SYNGR3,no,0.266,0.069,3051,812,-1.939
SYNM,no,1.833,1.506,20996,17598,-0.284
SYNPO2,no,1.38,1.647,15804,19250,0.256
SYNRG,no,2.023,2.326,23169,27177,0.201
SYP,no,2.494,1.894,28561,22131,-0.397
SYT16,no,1.453,0.185,16636,2156,-2.977
SYTL2,no,0.981,1.077,11230,12584,0.135
SYVN1,no,7.591,10.407,86937,121598,0.455
TAB1,no,3.808,4.949,43616,57828,0.378
TAB2,no,8.563,8.368,98071,97774,-0.033
TAC1,no,0.235,0.031,2690,358,-2.938
TAC3,no,0.039,0.011,452,129,-1.838
TAC4,no,0.019,,214,0,
TACC2,no,7.226,6.995,82764,81731,-0.047
TACR1,no,0.028,0.046,324,536,0.697
TACR2,no,0.062,0.047,707,548,-0.396
TACR3,no,0.018,,202,0,
TADA2A,no,3.828,4.471,43844,52248,0.224
TAF1,no,4.931,5.953,56480,69556,0.272
TAFA4,no,0.066,0.025,755,289,-1.414
TAFA5,no,0.603,0.745,6902,8709,0.307
TAL1,no,0.299,0.314,3426,3674,0.072
TAL2,no,0.027,0.014,306,165,-0.92
TANGO2,no,2.63,3.028,30125,35379,0.203
TAP1,no,4.706,5.339,53892,62390,0.182
TAP2,no,3.737,4.715,42805,55098,0.335
TARDBP,no,18.368,19.624,210370,229305,0.095
TAS2R38,yes,0.034,,393,0,
TASOR,no,10.405,9.959,119173,116372,-0.063
TASOR2,no,1.552,1.384,17780,16174,-0.165
TBC1D22B,no,4.266,5.238,48853,61206,0.296
TBC1D30,no,4.837,5.774,55402,67462,0.255
TBC1D8B,no,4.591,4.604,52577,53796,0.004
TBCK,no,4.417,5.526,50592,64567,0.323
TBK1,no,4.593,4.836,52598,56505,0.074
TBL1Y,yes,,0.461,0,5390,
TBL2,no,10.408,9.912,119199,115815,-0.07
TBP,no,3.187,3.271,36502,38215,0.037
TBR1,no,0.023,,263,0,
TBRG4,no,4.324,5.527,49527,64577,0.354
TBX15,no,0.055,0.014,626,165,-1.953
TBX19,no,0.477,0.621,5459,7260,0.382
TBX2,no,1.162,1.081,13314,12627,-0.105
TBX21,no,0.046,0.087,524,1015,0.925
TBX3,no,0.348,0.357,3980,4173,0.039
TBX4,no,0.019,,212,0,
TBX5,yes,0.015,,174,0,
TBXA2R,no,0.272,0.221,3116,2586,-0.298
TBXAS1,no,1.22,2.291,13972,26766,0.909
TC2N,no,28.919,22.557,331212,263571,-0.358
TCEA3,no,17.703,19.834,202748,231759,0.164
TCEANC,no,0.646,0.683,7401,7985,0.081
TCEANC2,no,0.357,0.299,4085,3494,-0.254
TCERG1L,no,0.115,0.073,1315,858,-0.645
TCF20,no,5.794,6.906,66357,80689,0.253
TCF21,no,0.726,0.929,8313,10852,0.356
TCF3,no,3.231,2.699,37010,31540,-0.26
TCF4,no,4.866,7.335,55735,85712,0.592
TCF7,no,2.151,2.482,24630,29006,0.207
TCF7L2,no,3.143,4.014,36000,46904,0.353
TCFL5,no,0.951,0.714,10897,8341,-0.415
TCIM,no,8.668,11.668,99277,136339,0.429
TCL1A,no,0.029,0.012,336,138,-1.313
TCOF1,no,3.238,3.421,37084,39969,0.079
TCP1,no,21.878,18.687,250563,218353,-0.227
TDGF1,yes,0.174,0.024,1990,280,-2.858
TDO2,no,0.026,0.088,303,1034,1.742
TDRD3,no,11.568,12.593,132487,147146,0.122
TDRD7,no,2.255,1.931,25831,22566,-0.224
TEC,no,0.869,0.947,9952,11061,0.124
TECPR1,no,3.81,5.176,43640,60485,0.442
TEDC1,no,0.406,0.526,4645,6142,0.374
TEFM,no,2.873,3.046,32909,35596,0.084
TEK,no,0.955,1.161,10937,13569,0.282
TEKT1,no,0.037,0.01,423,121,-1.835
